"id_identificador";"latitud";"longitud";"descripcion";"direccion";"fechaAlta";"Zona";"Barrio";"codigo_unico";"Potencia";"Marca";"Telegestión";"Fabricante";"Modelo";"Tecnología";"Fotocélula";"Status"
1222830;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 311;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222831;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 311;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222832;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 375;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222833;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 375;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222834;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 390;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222835;-34.52582825097683;-58.47550392150879;LUMENAC 100W FLOW Soporte: COL 6,5/2 M ;CHACABUCO 390;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"100";LUMENAC;Si;LUMENAC;FLOW CON TELEGESTION;LED;Si;
1222836;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 410;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222837;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: COL 6,5/2 M ;CHACABUCO 410;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
1222838;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 441;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222839;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: COL 6,5/2 M ;CHACABUCO 441;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
1222840;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 460;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222841;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: COL 6,5/2 M ;CHACABUCO 460;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
1222842;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 482;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222843;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: COL 6,5/2 M ;CHACABUCO 482;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
1222844;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 510;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222845;-34.52582825097683;-58.47550392150879;ITALAVIA 100W     Soporte: COL 9/2 M   ;CHACABUCO 510;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"100";ITALAVIA;Si;ELT / ITALAVIA;"82302011-146";LED;Si;
1222846;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 542;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222847;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 542;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222848;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 552;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222849;-34.52582825097683;-58.47550392150879;ITALAVIA 100W     Soporte: COL 9/2 M   ;CHACABUCO 552;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"100";ITALAVIA;Si;ELT / ITALAVIA;"82302011-146";LED;Si;
1222850;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 596;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222851;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 596;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222852;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 610;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222853;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 610;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222854;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 659;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222855;-34.52582825097683;-58.47550392150879;LUMENAC 100W FLOW Soporte: COL 9/2 M   ;CHACABUCO 659;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"100";LUMENAC;Si;LUMENAC;FLOW CON TELEGESTION;LED;Si;
1222856;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 690;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222857;-34.52582825097683;-58.47550392150879;LUMENAC 100W FLOW Soporte: COL 9/2 M   ;CHACABUCO 690;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"100";LUMENAC;Si;LUMENAC;FLOW CON TELEGESTION;LED;Si;
1222858;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 706;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222859;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 706;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222860;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 750;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222861;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 750;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222862;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 782;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222863;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 782;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222864;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 812;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222865;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 812;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222866;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 848;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222867;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 848;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222868;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 890;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222869;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 890;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222870;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 904;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222871;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 904;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222872;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 950;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222873;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 950;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222874;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 990;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222875;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 990;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222876;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1005;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222877;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: COL 6,5/2 M ;CHACABUCO 1005;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
1222878;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1025;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222879;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: COL 6,5/2 M ;CHACABUCO 1025;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
1222880;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1065;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222881;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: COL 6,5/2 M ;CHACABUCO 1065;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
1222882;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1099;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222883;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: COL 6,5/2 M ;CHACABUCO 1099;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
1222884;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1114;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222885;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 1114;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222886;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1150;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222887;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 1150;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222888;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1192;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222889;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 1192;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222890;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1214;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222891;-34.52582825097683;-58.47550392150879;LUMENAC 100W FLOW Soporte: COL 9/2 M   ;CHACABUCO 1214;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"100";LUMENAC;Si;LUMENAC;FLOW CON TELEGESTION;LED;Si;
1222892;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1240;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222893;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 1240;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222894;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1294;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222895;-34.52582825097683;-58.47550392150879;LUMENAC 100W FLOW Soporte: COL 9/2 M   ;CHACABUCO 1294;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"100";LUMENAC;Si;LUMENAC;FLOW CON TELEGESTION;LED;Si;
1222896;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1309;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222897;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: COL 6,5/2 M ;CHACABUCO 1309;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
1222898;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1335;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222899;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: COL 6,5/2 M ;CHACABUCO 1335;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
1222900;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1368;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222901;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: COL 6,5/2 M ;CHACABUCO 1368;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
1222902;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1399;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222903;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: COL 6,5/2 M ;CHACABUCO 1399;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
1222904;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1407;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222905;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: COL 6,5/2 M ;CHACABUCO 1407;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
1222906;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1445;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222907;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: COL 6,5/2 M ;CHACABUCO 1445;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
1222908;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1474;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222909;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: COL 6,5/2 M ;CHACABUCO 1474;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
1222910;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1492;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222911;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: COL 6,5/2 M ;CHACABUCO 1492;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
1222912;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1515;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222913;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 1515;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222914;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1555;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222915;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 1555;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222916;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1591;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222917;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 1591;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222918;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1611;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222919;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 1611;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222920;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1637;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222921;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 1637;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222922;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1691;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222923;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 1691;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222924;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1709;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222925;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 1709;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222926;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1745;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222927;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 1745;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222928;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1766;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222929;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 1766;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222930;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1793;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222931;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 1793;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222932;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1819;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222933;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 1819;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222934;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1843;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222935;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 1843;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222936;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1854;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222937;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: COL 6,5/2 M ;CHACABUCO 1854;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
1222938;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1875;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222939;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: COL 6,5/2 M ;CHACABUCO 1875;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
1222940;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1898;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222941;-34.52582825097683;-58.47550392150879;PHILCO 80  Soporte: COL 6,5/2 M ;CHACABUCO 1898;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"80";PHILCO;No;PHILCO;N/D;LED;No;
1222942;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1926;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222943;-34.52582825097683;-58.47550392150879;PHILCO 120 Soporte: COL 9/2 M   ;CHACABUCO 1926;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"120";PHILCO;No;PHILCO;PHILCO 120;LED;No;
1222944;-34.52582825097683;-58.47550392150879;FAROLA ASY216050A Soporte: BRAZO/N;CHACABUCO 1944;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"60";N/D;No;N/D;N/D;LED;No;
1222945;-34.52582825097683;-58.47550392150879;ITALAVIA 100W     Soporte: COL 9/2 M   ;CHACABUCO 1944;'2024-03-19 09:00:00';Mantelectric;Vicente Lopez;cod:B;"100";ITALAVIA;Si;ELT / ITALAVIA;"82302011-146";LED;Si;
